Apr  9 04:00:00 VPX-13 newsyslog[72292]: logfile turned over due to size>100K
Apr  9 04:15:11 <local0.info> 192.168.101.5 04/09/2021:04:15:11 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76210 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:15:17 <local0.info> 192.168.101.5 04/09/2021:04:15:17 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88100 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ns" - Status "Success" 
Apr  9 04:15:17 <local0.info> 192.168.101.5 04/09/2021:04:15:17 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76211 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system" - Status "Success" 
Apr  9 04:15:17 <local0.info> 192.168.101.5 04/09/2021:04:15:17 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76212 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system memory" - Status "Success" 
Apr  9 04:15:17 <local0.info> 192.168.101.5 04/09/2021:04:15:17 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76213 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system cpu" - Status "Success" 
Apr  9 04:15:17 <local0.info> 192.168.101.5 04/09/2021:04:15:17 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76214 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl" - Status "Success" 
Apr  9 04:15:17 <local0.info> 192.168.101.5 04/09/2021:04:15:17 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88101 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat interface" - Status "Success" 
Apr  9 04:15:25 <local0.info> 192.168.101.5 04/09/2021:04:15:25 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88102 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:15:39 <local0.info> 192.168.101.5 04/09/2021:04:15:39 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76217 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:15:53 <local0.info> 192.168.101.5 04/09/2021:04:15:53 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76219 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:16:07 <local0.info> 192.168.101.5 04/09/2021:04:16:07 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76225 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76226 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88105 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol http" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88106 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol tcp" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76227 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol udp" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76228 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ssl vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88107 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat lb vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76229 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat system" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88108 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol icmp" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88109 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol ipv6" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88110 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol icmpv6" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76230 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat cmp" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88111 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat protocol ip" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76231 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat cs vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88112 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat authentication vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76232 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat gslb vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76233 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat vpn vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88113 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat cr vserver" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88114 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat interface" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76234 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat service" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88115 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat aaa" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76235 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ns globalcntr -counters allnic_err_rl_pkt_drops allnic_err_rl_cpu_pkt_drops allnic_err_rl_pps_pkt_drops allnic_err_rl_rate_pkt_drops rl_tot_ssl_rl_enforced rl_tot_ssl_rl_data_limited rl_tot_ssl_rl_sess_limited" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76236 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_dns-tcp_53_marigold.local" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76237 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat ns" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76238 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTP_80_CVAD" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88116 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_SSL_BRIDGE_444_CVAD" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76239 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTP_ITM_API" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88117 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_ntp-udp_53_marigold.local" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76240 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTPS_443_CVAD" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88118 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_dns-udp_53_marigold.local" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88119 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_ldap_ssl_tcp_636" - Status "Success" 
Apr  9 04:16:18 <local0.info> 192.168.101.5 04/09/2021:04:16:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88120 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "stat serviceGroup svcg_HTTPS_443_CRL-Refresh" - Status "Success" 
Apr  9 04:16:22 <local0.info> 192.168.101.5 04/09/2021:04:16:22 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76242 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:16:36 <local0.info> 192.168.101.5 04/09/2021:04:16:36 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88121 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:16:50 <local0.info> 192.168.101.5 04/09/2021:04:16:50 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76254 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:17:04 <local0.info> 192.168.101.5 04/09/2021:04:17:04 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76272 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:17:18 <local0.info> 192.168.101.5 04/09/2021:04:17:18 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88144 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:17:32 <local0.info> 192.168.101.5 04/09/2021:04:17:32 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88146 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:17:46 <local0.info> 192.168.101.5 04/09/2021:04:17:46 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88148 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:17:47 <local0.info> 192.168.101.5 04/09/2021:04:17:47 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88149 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "set audit syslogParams -serverPort 514 -dateFormat MMDDYYYY -logLevel ALL -logFacility LOCAL0 -tcp NONE -acl DISABLED -lsn DISABLED -alg DISABLED -subscriberLog DISABLED -dns ENABLED -sslInterception DISABLED -urlFiltering DISABLED -ContentInspectionLog DISABLED" - Status "Success" 
Apr  9 04:17:48 <local0.info> 192.168.101.5 04/09/2021:04:17:48 GMT VPX-13 0-PPE-0 : default SNMP TRAP_SENT 0 0 :  netScalerConfigChange (nsUserName = "nsroot", configurationCmd = "set audit syslogParams -serverPort 514 -dateFo...", authorizationStatus = authorized, commandExecutionStatus = successful, nsClientIPAddr = 192.168.1.130, nsPartitionName = default)  
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76273 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default AAA Message 76274 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76275 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default AAA Message 76276 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76277 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default AAA Message 76278 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:18:00 <local0.debug> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76279 0 :  SPCBId 14666 - ClientIP 192.168.101.101 - ClientPort 41886 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:18:00 <local0.info> 192.168.101.5 04/09/2021:04:18:00 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76280 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:18:05 <local0.info> 192.168.101.5 04/09/2021:04:18:05 GMT VPX-13 0-PPE-1 : default CLI CMD_EXECUTED 76281 0 :  User nsroot - Remote_ip 192.168.1.130 - Command "clear" - Status "Success" 
Apr  9 04:18:14 <local0.debug> 192.168.101.5 04/09/2021:04:18:14 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88151 0 :  SPCBId 12555 - ClientIP 192.168.101.101 - ClientPort 41900 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:18:14 <local0.info> 192.168.101.5 04/09/2021:04:18:14 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76282 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:18:28 <local0.debug> 192.168.101.5 04/09/2021:04:18:28 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88152 0 :  SPCBId 12556 - ClientIP 192.168.101.101 - ClientPort 42037 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 7 ms 
Apr  9 04:18:28 <local0.info> 192.168.101.5 04/09/2021:04:18:28 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76283 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:18:42 <local0.debug> 192.168.101.5 04/09/2021:04:18:42 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76284 0 :  SPCBId 14667 - ClientIP 192.168.101.101 - ClientPort 42167 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:18:42 <local0.info> 192.168.101.5 04/09/2021:04:18:42 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76285 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:18:56 <local0.debug> 192.168.101.5 04/09/2021:04:18:56 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88153 0 :  SPCBId 12557 - ClientIP 192.168.101.101 - ClientPort 42216 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:18:56 <local0.info> 192.168.101.5 04/09/2021:04:18:56 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76286 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:19:00 <local0.debug> 192.168.101.5 04/09/2021:04:19:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88154 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:19:00 <local0.debug> 192.168.101.5 04/09/2021:04:19:00 GMT VPX-13 0-PPE-0 : default AAA Message 88155 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:19:00 <local0.debug> 192.168.101.5 04/09/2021:04:19:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88156 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:19:00 <local0.debug> 192.168.101.5 04/09/2021:04:19:00 GMT VPX-13 0-PPE-0 : default AAA Message 88157 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:19:00 <local0.debug> 192.168.101.5 04/09/2021:04:19:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88158 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:19:00 <local0.debug> 192.168.101.5 04/09/2021:04:19:00 GMT VPX-13 0-PPE-0 : default AAA Message 88159 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:19:03 <local0.debug> 192.168.101.5 04/09/2021:04:19:03 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88160 0 :  "ns_system_authenticate_rba_user nsroot: Encrypted Password" 
Apr  9 04:19:03 <local0.debug> 192.168.101.5 04/09/2021:04:19:03 GMT VPX-13 0-PPE-0 : default AAA Message 88161 0 :  "rba authentication : user nsroot response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 100000000 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 1" 
Apr  9 04:19:03 <local0.info> 192.168.101.5 04/09/2021:04:19:03 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88162 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:19:04 <local0.debug> 192.168.101.5 04/09/2021:04:19:04 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88163 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:19:04 <local0.debug> 192.168.101.5 04/09/2021:04:19:04 GMT VPX-13 0-PPE-0 : default AAA Message 88164 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:19:04 <local0.debug> 192.168.101.5 04/09/2021:04:19:04 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76287 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:19:04 <local0.debug> 192.168.101.5 04/09/2021:04:19:04 GMT VPX-13 0-PPE-1 : default AAA Message 76288 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:19:04 <local0.debug> 192.168.101.5 04/09/2021:04:19:04 GMT VPX-13 0-PPE-0 : default AAA Message 88165 0 :  "VPN_DBSREP_GET{ns_aaa_oauth_get_server_info:1220}, dbsrep_name: mfa.cloud.com_e_1bb_ipv4, dbsrep: 0x12f7ec490, dbsrep->ref_cnt: 2" 
Apr  9 04:19:06 <local0.info> 192.168.101.5 04/09/2021:04:19:06 GMT VPX-13 0-PPE-1 : default CLI CMD_EXECUTED 76289 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "diff ns config savedconfig runningconfig" - Status "Success" 
Apr  9 04:19:06 <local0.debug> 192.168.101.5 04/09/2021:04:19:06 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88166 0 :  "ns_system_authenticate_rba_user nsroot: Encrypted Password" 
Apr  9 04:19:06 <local0.debug> 192.168.101.5 04/09/2021:04:19:06 GMT VPX-13 0-PPE-0 : default AAA Message 88167 0 :  "rba authentication : user nsroot response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 100000000 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 1" 
Apr  9 04:19:06 <local0.info> 192.168.101.5 04/09/2021:04:19:06 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88168 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:19:06 <local0.info> 192.168.101.5 04/09/2021:04:19:06 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88169 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "scp -pf '/tmp/DIFF_192.168.101.5_e29223b9-596b-4f70-a94c-b3b4ce63592b.xml'" - Status "Success" 
Apr  9 04:19:11 <local0.debug> 192.168.101.5 04/09/2021:04:19:11 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76290 0 :  SPCBId 14668 - ClientIP 192.168.101.101 - ClientPort 42409 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
